pergunta,resposta,data
Existem idades mínimas ou máximas para os pacientes receberem as vacinas?,"A vacina Pfizer / BioNTech está autorizada para pacientes ?16 anos e as vacinas Moderna e Johnson & Johnson para ?18 anos. Estudos em crianças estão em andamento, com resultados encorajadores para a vacina Pfizer / BioNTech em adolescentes. , mas nenhuma das vacinas deve ser administrada a crianças neste momento. (A Pfizer buscou autorização de uso de emergência para uso até 12 anos de idade.) Não há restrição de idade máxima. Dado o preço desproporcional que a Covid-19 tem sobre os idosos - essencialmente todos os estudos concluem que a idade avançada é um fator de risco para doenças graves - os idosos devem ser fortemente encorajados a serem imunizados. Uma importante incógnita com base apenas nos resultados dos ensaios clínicos é a eficácia das vacinas na população idosa frágil, especialmente naqueles de idade extremamente avançada ou que vivem em lares de idosos. Embora esta seja uma população-alvo para imunização precoce, este subconjunto específico de idosos não participou dos ensaios clínicos de fase 3, porque os participantes do estudo tinham que estar ambulatoriais e clinicamente estáveis. Desde o lançamento das vacinas, no entanto, agora temos estudos de base populacional que mostram um declínio substancial nas hospitalizações devido à Covid-19 entre pessoas com mais de 70 anos, incluindo dados de lares de idosos. Esses dados encorajadores sugerem que, embora as pessoas vacinadas mais velhas tenham níveis mais baixos de anticorpos do que os receptores mais jovens, elas ainda apresentam proteção significativa.","(Última revisão / atualização em 13 de abril de 2021)"
Qual é a melhor maneira de abordar a hesitação à vacina em meus pacientes?,"A suspeita pública sobre a segurança e eficácia das vacinas é antiga, remontando aos primeiros esforços para reduzir a gravidade da varíola usando a variolação no início do século XVIII. Mais recentemente, as preocupações amplamente divulgadas sobre a vacina MMR e uma suposta ligação com o autismo - com base em um artigo retratado - persistem até hoje, apesar de ser consistentemente desacreditado em estudos populacionais subsequentes. Outros argumentos contra a vacinação incluem o medo da introdução de toxinas no corpo, preocupações com o controle do sistema imunológico, um desejo por imunidade natural e teorias de conspiração envolvendo o governo ou a indústria farmacêutica, ou ambos. Visto que as origens da hesitação à vacina são diversas, nenhuma abordagem do tipo tamanho único é a melhor para cada paciente. Os especialistas nesta área comentam consistentemente que é importante eliciar as preocupações específicas e tentar abordá-las de uma maneira não confrontadora. Fornecer informações confiáveis ??para ajudar a preencher as lacunas no entendimento sobre as vacinas ou a doença é certamente importante, mas pode não ser suficiente para conter a hesitação vacinal. Muitos médicos citarão sua própria decisão e a de seus colegas de serem vacinados - e de vacinar suas famílias - e, de maneira anedótica, tal estratégia é persuasiva em casos individuais. Felizmente, o CDC reuniu materiais claros voltados para o paciente sobre a vacinação para Covid-19 em um kit de ferramentas de comunicação. Isso inclui gráficos simples, vídeos e exemplos de postagens de mídia social que apóiam a vacinação.","(Última revisão / atualização em 13 de abril de 2021)"
Que conselho deve ser dado aos pacientes que acreditam ser melhor esperar pela imunidade do rebanho para protegê-los?,"Existem duas razões excelentes para recomendar a vacinação em vez da imunidade de rebanho. A primeira é que a imunização protege o indivíduo contra Covid-19, que é uma doença potencialmente fatal. Estudos feitos cuidadosamente mostram que Covid-19 tem uma taxa de letalidade muito maior do que a gripe e, embora a idade avançada seja o principal fator de risco para doenças graves, os jovens também podem ficar gravemente doentes. Além disso, algumas pessoas, mesmo com doença moderadamente grave, que não requerem hospitalização, apresentam sintomas significativos que podem persistir por semanas ou meses. As queixas comuns incluem fadiga, falta de ar, palpitações, dor no peito, dificuldade de concentração e névoa do cérebro. A segunda razão para defender que um indivíduo receba a vacina Covid-19 é que ela protegerá outras pessoas. Pessoas com Covid-19 - a doença real - são altamente infecciosas durante as fases iniciais da doença e podem transmitir a infecção para outras pessoas. Em contraste, é altamente provável que a imunização reduza o risco de transmissão viral . Portanto, embora não possamos concluir que a imunização elimina esse risco - por isso ainda recomendamos máscaras e distanciamento social enquanto o número de casos é alto - a evidência científica aponta fortemente para que as vacinas o reduzam, tornando todos nós mais seguros.","(Última revisão / atualização em 13 de abril de 2021)"
Quais recursos precisam estar imediatamente disponíveis quando as vacinas são administradas?,"A capacidade principal é ter recursos disponíveis para gerenciar a anafilaxia - recursos humanos (por exemplo, enfermeiras, farmacêuticos ou médicos) e equipamentos. O CDC lista suprimentos e equipamentos de emergência. que devem estar disponíveis em todos os locais (epinefrina, anti-H1, manguitos de pressão arterial e estetoscópios) e itens que devem estar disponíveis, se possível (oxímetro de pulso, oxigênio, fluidos intravenosos e kit de intubação). Eles ainda observam que pelo menos 3 doses de epinefrina estão disponíveis em todos os momentos. Como o Covid-19 pode ser transmitido de pessoas sem sintomas, é importante garantir que todos os provedores e aqueles que recebem as vacinas sigam as melhores práticas de prevenção de infecções durante a consulta com a vacina. Essas práticas incluem o uso de máscaras, minimizando o tempo em contato próximo com outras pessoas e evitando espaços internos lotados com pouca ventilação. O CDC fornece orientação sobre práticas seguras de imunização durante a pandemia de Covid-19.","(Última revisão / atualização em 13 de abril de 2021)"
Como os efeitos colaterais iniciais devem ser gerenciados?,"Analgésicos e antipiréticos, como paracetamol ou ibuprofeno, são eficazes no controle dos efeitos colaterais pós-vacina, incluindo dor no local da injeção, mialgias e febre. No entanto, o CDC não recomenda a administração pré-vacina dessas drogas, uma vez que teoricamente poderiam embotar as respostas de anticorpos induzidas pela vacina. Devido ao pequeno risco de anafilaxia, os locais que administram as vacinas devem ter estratégias disponíveis para avaliar e tratar essas reações potencialmente fatais. O CDC emitiu recomendações sobre como os locais devem se preparar.","(Última revisão / atualização em 13 de abril de 2021)"
O paracetamol ou os antiinflamatórios não esteróides devem ser tomados antes da vacinação para prevenir os sintomas pós-vacinação?,"Embora essas drogas possam diminuir os efeitos colaterais subjetivos, teoricamente também podem embotar a resposta imunológica e tornar as vacinas menos eficazes - portanto, não são recomendadas antes da vacinação. Eles são úteis, no entanto, para diminuir os efeitos colaterais, uma vez que ocorrem. O paracetamol é o preferido para grávidas.","(Última revisão / atualização em 13 de abril de 2021)"
Que instruções devo dar a um paciente após a vacinação?,"Estamos acostumados a fornecer aos pacientes uma declaração de informações sobre a vacina (VIS) para cada vacina que administramos, mas as VISs ainda não estão disponíveis para as vacinas Covid-19. Espero que sejam desenvolvidos assim que as vacinas sejam formalmente aprovadas pelo FDA. No lugar de um VIS, devemos fornecer a autorização de uso de emergência (EUA) - ficha técnica autorizada. a todos os destinatários da vacina. A ficha fornece as seguintes informações: Informações básicas sobre Covid-19, sintomas e o que discutir com um profissional de saúde antes da vacinação Quem deve e não deve receber a vacina Escolha do destinatário para receber a vacina Informações sobre a série de vacinas Riscos e benefícios potenciais e conhecidos da vacina, incluindo efeitos colaterais comuns Informações sobre a notificação de efeitos colaterais ao Sistema de Notificação de Eventos Adversos de Vacinas (VAERS) Uma explicação do que é um EUA e porque é emitido Quaisquer alternativas disponíveis aprovadas para prevenir Covid-19 Recursos adicionais","(Última revisão / atualização em 13 de abril de 2021)"
Um paciente que recebeu a vacina Covid-19 precisa evitar o contato com pessoas grávidas ou imunossuprimidas ou com outras doenças crônicas ou agudas?,"As vacinas de mRNA não contêm nenhum vírus vivo; nenhum dos componentes da vacina pode ser transmitido a outras pessoas. Além disso, o adenovírus da vacina Johnson & Johnson foi modificado para que não possa se replicar em humanos. Como resultado, não há restrição ao contato com outras pessoas, incluindo populações vulneráveis, como grávidas ou hospedeiros imunocomprometidos.","(Última revisão / atualização em 13 de abril de 2021)"
O que é v-safe? Meus pacientes devem se inscrever?,"Depois de receber a vacina Covid-19, os pacientes têm a opção de se inscrever no v-safe. Esta ferramenta baseada em smartphone do Centro de Controle e Prevenção de Doenças (Centers for Disease Control - CDC) fornece check-ins automatizados após a vacinação de Covid-19, permitindo que as pessoas relatem efeitos colaterais usando um site online seguro. Para aqueles que relatam efeitos colaterais graves ou notáveis, um oficial do CDC pode ligar para coletar mais detalhes sobre o que aconteceu. Além de coletar essas informações, o v-safe também enviará lembretes sobre o recebimento da segunda vacina. Embora a inscrição no v-safe seja voluntária, minha opinião é que devemos encorajar nossos pacientes a participarem. Estamos no meio da maior pandemia em mais de um século, e as vacinas são uma estratégia fundamental para mantê-la sob controle. Coletar o máximo de informações possível sobre a segurança das vacinas é extremamente importante nas próximas semanas e meses.","(Última revisão / atualização em 13 de abril de 2021)"
Há algo que preciso observar ou relatar após a administração de uma vacina? Como faço para relatar isso?,"Os efeitos colaterais previstos não precisam ser relatados, a menos que sejam tão graves que desencadeiem a hospitalização ou uma visita ao departamento de emergência. O efeito secundário mais comum é a dor no local da injeção, especialmente nas 12 a 24 horas após a administração. Cerca de 1% dos participantes do estudo classificaram a dor como intensa. Fadiga e dor de cabeça são outros efeitos colaterais relativamente comuns; febres altas são menos comuns. Esses efeitos colaterais geralmente desaparecem em alguns dias e respondem ao paracetamol ou a um antiinflamatório não esteroidal, como o ibuprofeno. Em geral, os efeitos colaterais são mais comuns em recipientes de vacina mais jovens do que em recipientes mais velhos, com a segunda injeção induzindo mais efeitos colaterais do que a primeira - embora as pessoas com histórico de Covid-19 freqüentemente relatem mais efeitos colaterais com a primeira vacina. A vacina J&J apresenta um pequeno risco de trombose com síndrome de trombocitopenia (TTS), que é um distúrbio de coagulação associado ao baixo nível de plaquetas. Os locais mais comuns de coagulação estão nos seios venosos cerebrais, com outros locais anatômicos também envolvidos. Os casos ocorreram dentro de 3 semanas da administração da vacina. Com base nessas observações, o CDC agora recomenda que qualquer pessoa que recebeu esta vacina nas 3 semanas anteriores procure atendimento médico para qualquer um dos seguintes sintomas. : Dores de cabeça fortes ou persistentes ou visão turva - Falta de ar -Dor no peito - Inchaço nas pernas - Dor abdominal persistente - Fácil hematoma ou pequenas manchas de sangue sob a pele além do local da injeção. A STT parece ser mais comum em mulheres com menos de 50 anos, ocorrendo em aproximadamente 1 em 150.000 doses administradas. Os clínicos devem denunciar graves efeitos adversos através do Sistema de Informação de Eventos Adversos de Vacinas (VAERS). Isso deve ser feito se você acha que o efeito colateral estava relacionado à vacina ou não. O FDA define um efeito adverso grave como um ou mais dos seguintes: - Morte - Um evento adverso com risco de vida - Internação hospitalar ou prolongamento da hospitalização existente - Incapacidade persistente ou significativa ou interrupção substancial das funções normais da vida - Uma anomalia congênita ou defeito de nascença. Um evento médico importante que (com base no julgamento médico apropriado) pode colocar a pessoa em risco e pode exigir intervenção médica ou cirúrgica para prevenir um dos resultados listados acima Síndrome inflamatória multissistêmica Casos de Covid-19 que resultam em hospitalização ou morte Dada a rapidez com que as vacinas passaram pelo desenvolvimento e testes clínicos, os provedores de cuidados de saúde são fortemente encorajados a relatar ao VAERS qualquer evento adverso clinicamente significativo que se segue à vacinação, mesmo se o provedor não tiver certeza se o evento está relacionado à vacina. Por exemplo, se um homem de 75 anos com histórico de doença cardíaca sofrer um infarto do miocárdio entre a primeira e a segunda vacinas Covid-19, isso deve ser relatado - mesmo que a vacina possa não ter causado o infarto do miocárdio. É por meio do acúmulo de tais dados que as associações potenciais podem ser identificadas. Da mesma forma, muitos de nós estão ouvindo sobre reações retardadas de significado pouco claro - exemplos de minha experiência incluem erupções cutâneas difusas, vertigem e desconforto de início tardio no local da injeção. Essas erupções têm uma aparência diversa. , e pode ocorrer de forma retardada. Em algumas dessas entidades clínicas, a relação com a vacina é desconhecida, embora plausivelmente conectada (especialmente o desconforto no local da injeção e erupções cutâneas). Para ampliar os dados de segurança disponíveis para essas novas vacinas, sugeri que cada uma das pessoas com esses problemas os relatasse em sua conta v-safe ou ao VAERS.","(Última revisão / atualização em 3 de maio de 2021)"
"Depois que as pessoas recebem a vacina Covid-19, deve haver algum teste para determinar se a vacina funcionou?","Pessoas vacinadas com as vacinas Covid-19 desenvolvem anticorpos para a proteína spike do SARS-CoV-2. No entanto, atualmente não há recomendação para testes sorológicos pós-imunização. Isso pode mudar no futuro se os resultados desses testes se correlacionarem com a proteção contra infecções, especialmente se eles determinarem se as imunizações de reforço são necessárias. É importante observar que nem todos os testes de anticorpos disponíveis avaliam a presença de anticorpos anti-spike - a bula do teste de anticorpos deve fornecer essas informações. Mesmo que não haja recomendação para exames de sangue pós-imunização para respostas de anticorpos de pico, alguns pacientes ainda podem se submeter a esse teste porque são imunossuprimidos, têm algum outro motivo para se preocupar ou simplesmente estão curiosos. Se esses testes derem negativos, é importante enfatizar que ainda não há correlatos claros de proteção imunológica - ou falta de proteção - e, como resultado, repetir a imunização neste momento não é recomendado. É fundamental que os pacientes imunocomprometidos, em particular, sejam avisados ??de que um resultado de teste de anticorpo de pico positivo não significa necessariamente que eles estão tão protegidos quanto uma pessoa com função imunológica normal e, inversamente, que um resultado de teste negativo não significa que eles têm proteção zero. Para esta população, enquanto a Covid-19 estiver circulando ativamente nas comunidades, eles ainda devem ser cautelosos sobre exposições potenciais.","(Última revisão / atualização em 3 de maio de 2021)"
O que muda para meus pacientes depois que eles forem totalmente vacinados contra Covid-19?,"Os pacientes que foram vacinados são considerados protegidos uma vez que tenham passado pelo menos 2 semanas de sua segunda injeção (ou 2 semanas após sua vacina única J&J). Compreensivelmente, eles vão querer saber o que podem fazer agora que estão protegidos contra doenças graves. O CDC forneceu orientações claras. sobre quais atividades são agora consideradas seguras o suficiente para as pessoas que receberam as vacinas. A agência cita especificamente o seguinte como seguro o suficiente para pessoas que foram totalmente vacinadas: Reunião dentro de casa com pessoas totalmente vacinadas sem usar máscara Reunir-se em ambientes fechados com pessoas não vacinadas de outra família (por exemplo, visitar parentes que moram todos juntos) sem máscaras, a menos que qualquer uma dessas pessoas ou alguém com quem vivam tenha um risco aumentado de doença grave por Covid-19 Abandonar o teste se exposto a alguém com Covid-19, a menos que os sintomas se desenvolvam (embora os indivíduos vacinados que vivem em um ambiente de grupo [por exemplo, uma instituição correcional ou casa em grupo] e sejam expostos a alguém com Covid-19 devem continuar a ficar longe de outros por 14 dias e são testados mesmo que não apresentem sintomas). Este conselho apropriadamente cauteloso provavelmente será liberalizado se o número de casos continuar a cair, uma proporção maior da população for imunizada e os dados continuarem a mostrar que as vacinas reduzem fortemente a probabilidade de transmissão da infecção a outras pessoas. Um benefício adicional da vacinação é a liberalização da orientação em torno das viagens. Especificamente, o CDC declara que as pessoas totalmente vacinadas não precisam do teste Covid-19 antes ou depois da viagem doméstica, nem precisam de quarentena após a viagem. As recomendações para viagens internacionais. são um pouco mais cautelosos - e aconselham testes na devolução. Outras recomendações para proteger a si mesmo e aos outros não mudaram. Por exemplo, as pessoas que foram totalmente vacinadas devem continuar a usar máscaras em locais públicos fechados, evitar locais lotados, atrasar viagens e ficar longe de outras pessoas e fazer o teste se surgirem sintomas de Covid-19. Depois de receber as vacinas, as pessoas gravemente imunocomprometidas - em particular, se receberem tratamentos que inibem a função das células B, como o rituximabe - podem querer continuar a evitar o contato com indivíduos não imunizados. O motivo principal é que não sabemos quão bem as vacinas funcionarão em pessoas com sistema imunológico suprimido. Este conselho de advertência é particularmente relevante se houver altas taxas contínuas de transmissão na comunidade localmente.","(Última revisão / atualização em 13 de abril de 2021)"
Existem sistemas para garantir que o paciente receba a segunda dose das vacinas de mRNA?,"No momento da primeira imunização, você deve fornecer ao paciente um cartão de vacinação que inclua informações sobre a vacina que o paciente recebeu e a data prevista para a segunda dose. A segunda dose deve ser programada o mais próximo possível dos 21 dias recomendados (para Pfizer / BioNTech) e 28 dias (para Moderna) após a primeira. Se essa data não for possível, é melhor adiar a vacina por alguns dias do que administrá-la mais cedo. Se os pacientes decidirem se inscrever no programa v-safe, eles receberão um lembrete sobre sua segunda dose por mensagem de texto.","(Última revisão / atualização em 10 de março de 2021)"
"A segunda dose da vacina de mRNA pode ser administrada antes de 21 ou 28 dias, se isso ajudar a garantir que seja recebida?","Os locais de vacinação não devem oferecer rotineiramente a segunda dose da vacina antes do intervalo de tempo recomendado entre as injeções. No entanto, se uma pessoa chegar mais cedo para a segunda dose da vacina, o dia de chegada está dentro do período de carência de 4 dias, e a pessoa não pode retornar no dia designado (dia 21 para Pfizer / BioNTech, dia 28 para Moderna), então, a vacina deve ser administrada para garantir que as duas doses sejam recebidas. Em outras palavras, é melhor administrar a segunda dose da vacina um pouco mais cedo do que não administrá-la.","(Última revisão / atualização em 16 de março de 2021)"
A segunda dose da vacina de mRNA pode ser dada depois de 21 ou 28 dias e ainda ser eficaz?,"O objetivo da primeira dose de vacina de mRNA é preparar a resposta imune; o segundo o impulsiona. Embora a maioria dos participantes nos testes tenha recebido sua segunda dose no horário programado ou próximo a ele, não há razão biológica para que o recebimento da segunda dose com atraso diminua a eficácia da vacina, desde que seja recebida antes de um intervalo muito longo. Na prática, a segunda dose deve ser administrada o mais rápido possível após o esquecimento da dose programada. Em 21 de janeiro de 2021, o CDC atualizou sua orientação sobre o intervalo entre as doses da vacina, fornecendo informações adicionais sobre a dosagem tardia. Especificamente, a agência diz que quando o esquema recomendado não for viável, a segunda dose pode ser programada para administração em até 6 semanas (42 dias) após a primeira dose. Embora atualmente existam dados limitados sobre a eficácia das vacinas de mRNA Covid-19 administradas além desta janela, se a segunda for dada mais tarde, a série ainda não precisa ser reiniciada.","(Última revisão / atualização em 16 de março de 2021)"
A segunda inoculação precisa ser a mesma vacina de mRNA?,"Embora o mecanismo de ação das duas vacinas de mRNA seja o mesmo, elas não são idênticas, e a segunda injeção deve ser da mesma vacina que a primeira. Não há dados que indiquem que receber uma vacina diferente como segunda injeção seria inseguro ou menos eficaz, mas as vacinas não foram estudadas dessa forma e tais estratégias de dosagem híbrida devem ser evitadas na maioria das circunstâncias. O CDC diz que em situações excepcionais por exemplo, quando um provedor é incapaz de determinar qual vacina o paciente recebeu pela primeira vez - qualquer vacina de mRNA Covid-19 autorizada pode ser administrada em um intervalo mínimo de 28 dias entre as doses para complete a série. Para esses e outros erros de administração, consulte as diretrizes do CDC sobre quais ações tomar - elas estão listadas no Apêndice A nesta página.","(Última revisão / atualização em 16 de março de 2021)"
Um paciente que foi exposto ao Covid-19 deve ser vacinado para prevenir a doença?,"Atualmente não há dados que apóiem ??o uso das vacinas Covid-19 de forma aguda para prevenir doenças após uma exposição conhecida a um caso ativo. Como o período de incubação do Covid-19 é em média de cerca de 5 dias, é improvável que a vacina desencadeie uma resposta imunológica com rapidez suficiente para bloquear a infecção. Como resultado, as pessoas que foram expostas ao Covid-19 devem terminar a quarentena de 10 dias antes de serem vacinadas. Isso pode ser reduzido para 7 dias após o recebimento de um resultado negativo do teste de PCR (o teste deve ocorrer no dia 5 após a exposição ou mais tarde). Uma vez que algumas vacinas para outras doenças (notavelmente a varicela) são eficazes na prevenção da infecção após a exposição, é possível que esta seja uma recomendação futura para a vacinação contra Covid-19, mas atualmente não é.","(Última revisão / atualização em 16 de março de 2021)"
Os pacientes que se recuperaram do Covid-19 devem ser vacinados?,"Sim, eles devem receber uma vacina Covid-19. Algumas das pessoas que participaram dos ensaios clínicos tinham evidências de infecção anterior por SARS-CoV-2 (com base em um teste de anticorpos positivo) e as vacinas eram seguras e eficazes neste grupo. Como a reinfecção após a recuperação de Covid-19 é rara nos primeiros 90 dias, algumas pessoas podem desejar adiar a imunização por tanto tempo - no entanto, se desejam ser imunizadas mais cedo, não há contra-indicação. No entanto, os pacientes que foram tratados com anticorpos monoclonais ou plasma convalescente devem esperar tanto tempo. Esses tratamentos podem inativar as vacinas, tornando-as menos eficazes. Recomenda-se o adiamento da imunização por 90 dias após o tratamento com anticorpos monoclonais ou plasma convalescente. Os pesquisadores relataram que as pessoas com Covid-19 anterior que receberam imunização com as vacinas de mRNA tiveram respostas de anticorpos mais pronunciadas à sua primeira vacina do que aquelas que eram soronegativas. Curiosamente, isso é acompanhado por efeitos colaterais sistêmicos mais marcantes. Essa resposta sugere que a imunidade natural dos pacientes recuperados foi o principal e a primeira vacina foi o reforço para a resposta imune SARS-CoV-2 dos hospedeiros. Embora tal modelo implique que uma segunda dose da vacina pode não ser necessária, nem todos os imunologistas concordam. Por enquanto, uma segunda dose de vacina de mRNA ainda é recomendada.","(Última revisão / atualização em 29 de março de 2021)"
Um paciente com diagnóstico de Covid-19 logo após a primeira dose da vacina de mRNA ainda deve receber a segunda dose programada?,"A vacina começa a gerar imunidade protetora 10 a 14 dias após a primeira injeção. Como resultado, não é surpreendente que algumas pessoas tenham experimentado o Covid-19 logo após sua primeira imunização e, naturalmente, se perguntam se devem prosseguir com a segunda injeção conforme programado originalmente. A recomendação atual é que as pessoas com infecção atual devem esperar até que tenham se recuperado da doença aguda e sejam elegíveis para interromper o isolamento. Essas recomendações se aplicam tanto aos que desenvolveram o Covid-19 antes da primeira injeção, quanto aos que o desenvolveram após o início da série de vacinas. Com base nessa orientação, algumas pessoas do último grupo podem prosseguir com a segunda injeção programada e outras terão de esperar. O tratamento de Covid-19 com anticorpos monoclonais ou plasma convalescente deve atrasar o recebimento da vacina em 90 dias, uma vez que esses tratamentos poderiam, teoricamente, tornar a vacina menos eficaz.","(Última revisão / atualização em 27 de abril de 2021)"
"Um paciente que recebeu um tratamento com anticorpos, soro de convalescença ou ambos para Covid-19 deve receber as vacinas?","Eventualmente sim, mas não imediatamente. Os tratamentos com anticorpos monoclonais para Covid-19 e plasma convalescente podem interferir na resposta imune induzida pela vacina, tornando-os menos eficazes. Recomenda-se o adiamento da imunização por 90 dias.","(Última revisão / atualização em 27 de abril de 2021)"
Como as vacinas afetam a avaliação de um paciente e o teste de diagnóstico para possível Covid-19?,"As vacinas Covid-19 não influenciarão os resultados da PCR ou do teste de antígeno para a doença. As vacinas geram anticorpos contra o SARS-CoV-2, que são direcionados à proteína do pico. Alguns ensaios sorológicos disponíveis testam para este anticorpo; outros não fazem. Os fabricantes dos testes de anticorpos individuais devem ser capazes de fornecer essas informações, que costumam ser listadas na bula. Observe que se você estiver avaliando alguém para Covid-19 ativo ou recente usando teste de anticorpos (não PCR ou antígeno), então um teste que avalie especificamente IgM / IgG para a proteína do nucleocapsídeo deve ser usado. Como observado acima, as vacinas induzem anticorpos à proteína spike SARS-CoV-2, não ao nucleocapsídeo. Os médicos que diagnosticarem um caso de Covid-19 após a vacinação completa devem notificar o departamento de saúde local do estado. O CDC planeja coletar dados sobre esses casos, incluindo o sequenciamento, se possível. As informações sobre esses casos também devem ser relatadas ao Sistema de Notificação de Eventos Adversos de Vacinas (VAERS).","(Última revisão / atualização em 27 de abril de 2021)"
